V1	V2	V3	V6
1165069956	279016	5	2001/02/09
1184992900	276807	5	2001/02/09
751144580	208479	5	2001/05/11
419335812	290844	5	2001/05/18
242388612	295723	5	2001/03/29
3804073604	210362	5	2001/06/20
829787780	386644	5	2001/06/13
743717	222263	3	2001/05/13
761182	569572	5	2002/02/18
731415	312810	5	2001/09/06
743016	322437	5	2001/07/13
758186	338015	5	2001/02/05
779009	210284	5	2001/01/31
1364889220	301372	4	2001/03/27
2691403396	224409	5	2001/05/13
752521	299602	5	2001/06/20
761887	306977	5	2001/09/28
776876	361343	5	2001/01/31
739625	212234	5	2001/03/07
724420	280754	5	2001/06/29
735609	311513	3	2001/01/26
773033	282870	5	2001/03/09
728243	268021	5	2001/06/21
959942276	298974	4	2001/03/29
766625	486816	4	2001/10/06
734037	420208	6	2001/09/12
755175	470480	5	2001/06/20
780968	204549	5	2001/02/04
340299396	416547	5	2001/03/15
755253	210512	3	2001/06/20
939691652	515078	3	2001/06/21
739978	232144	4	2001/07/13
732660	244271	5	2001/03/23
3983576708	204204	4	2001/03/16
765684	255496	5	2001/10/20
744640	252302	5	2001/05/13
728573	494244	4	2002/02/16
3998453380	310035	5	2001/03/16
701337220	210284	3	2001/08/23
730063	282870	5	2001/09/06
2439286404	426746	3	2001/07/13
909217412	222705	4	2001/04/04
358715012	293732	5	2001/03/15
752521	328936	5	2001/06/20
767036	495672	4	2002/02/14
768943	3249115012	5	2001/02/23
753544	334400	4	2001/06/20
3731590788	200338	5	2001/11/15
727746	553461	5	2001/04/14
894537348	293732	5	2001/04/04
761877	262919	5	2001/09/28
294751876	240913	5	2001/04/10
742702	209513	5	2001/07/13
1868664452	210185	5	2001/01/21
766784	279109	5	2001/10/06
770241	408989	5	2001/02/23
771262	497285	5	2001/03/09
307662468	359564	5	2001/04/10
1825607300	361404	5	2001/07/31
749879	204418	4	2001/06/23
3555102340	276559	5	2001/03/29
950242948	483668	5	2001/06/21
1363709572	366977	4	2001/03/27
2109378180	217293	5	2001/08/30
800493188	294260	5	2001/05/11
3847851652	210284	3	2001/09/07
773780	382117	5	2001/10/30
2227474052	407665	4	2001/09/12
2996932228	210284	5	2001/06/06
764898	315436	5	2003/01/03
196447876	276792	5	2001/03/29
619024004	350170	4	2001/11/29
773860	200338	4	2001/10/30
1644007044	301080	4	2001/10/30
866815620	281871	5	2003/06/14
729979	226076	5	2001/08/16
727740	402326	5	2001/04/14
758868	225095	3	2003/06/02
761935	338015	5	2001/09/28
3793260164	295723	4	2001/06/20
769928	290613	5	2001/02/23
770763	296797	5	2001/08/22
737620	329367	5	2001/02/17
766348	200204	5	2001/10/06
763098	282012	4	2001/08/04
729876	204222	5	2001/08/16
758288004	261183	5	2001/05/11
3965488772	446576	5	2001/03/16
4005138052	208103	5	2001/02/05
770962	555748	5	2001/03/09
771582	243291	4	2001/03/09
777752	342024	5	2001/01/31
1529974404	234953	5	2002/03/10
758388	241729	5	2003/06/02
1632603780	298612	5	2001/10/30
850103940	322397	4	2003/04/28
743965	262760	4	2001/05/13
722326	243365	3	2001/07/11
772313	311999	5	2001/03/09
752407	308851	5	2001/06/20
2765852292	295491	3	2001/02/11
761669	313798	5	2002/02/18
1880329860	262760	4	2001/01/21
762857	381452	5	2001/09/28
3505426052	206437	5	2001/03/29
760983	293732	5	2003/06/02
754138	263022	4	2001/06/20
733237	417364	5	2001/03/23
202804868	448540	5	2001/03/29
2621279876	351524	3	2001/03/19
1920437892	210495	3	2001/02/17
774897	298724	4	2001/02/07
763955	233208	5	2001/08/04
2188873348	266406	5	2002/12/24
741779	299602	5	2001/07/13
3872755332	491968	5	2001/09/07
719939	309354	5	2002/02/17
1056411268	225480	5	2001/02/07
742742	437448	5	2001/07/13
749544	234604	5	2002/05/11
771996	312727	5	2001/03/09
733481	236832	4	2001/02/06
2691403396	282870	5	2001/05/13
848596612	363231	4	2003/04/28
203329156	405770116	4	2001/03/29
202804868	545665	5	2001/03/29
764041	300364	5	2001/08/04
719715	216022	5	2002/02/17
726177	204549	5	2001/08/23
796561028	1558351748	5	2001/05/11
729150	269393	5	2001/08/16
756620	261183	5	2001/10/31
1063685764	223559	4	2001/02/07
726967	200748	5	2003/05/15
776465	715553	3	2001/01/31
1373867652	279675	5	2001/03/27
728410	304925	5	2001/02/21
334663300	315214	5	2001/03/15
766628	235766	5	2001/10/06
727692	700005	5	2003/06/14
786009732	434487	5	2001/05/11
767930	3137834884	5	2002/02/14
748775	301797	5	2001/04/10
756964	203772	5	2001/07/18
3052244612	210284	5	2001/03/13
728567	259441	5	2002/02/16
775612	345546	5	2002/07/31
747035	323666	4	2001/04/19
731075	301950	5	2001/09/06
771125	218579	4	2001/03/09
772904	562148	5	2001/03/09
1577750148	309536	4	2001/09/28
776292	242696	4	2002/07/31
2551877252	204780	5	2001/05/08
350129796	534929	5	2001/03/15
762543	313693	5	2001/09/28
768903	218579	5	2002/02/14
240094852	240311	5	2001/03/29
764041	306254	5	2001/08/04
772521	450333	5	2001/03/09
771913	212914	4	2001/03/09
294817412	200938	5	2001/04/10
751667	372171	5	2001/03/07
739358	342772	5	2001/03/07
3082784388	423230	5	2001/03/28
772112	313080	5	2001/03/09
722372	245500	5	2001/07/11
731282	247388	5	2001/09/06
762857	293023	5	2001/09/28
721611	526523	5	2001/03/15
767228	217293	5	2002/02/14
1256820356	345803	5	2001/02/09
763619	312037	5	2001/08/04
764452	289843	5	2003/01/03
646549124	249399	5	2001/11/29
3704458884	1443532676	5	2001/11/15
756409	234283	4	2001/09/07
741614	204358	5	2001/07/13
728016	409982	4	2001/06/21
729046	279016	5	2001/08/16
2803404420	209513	3	2001/02/11
750008	306110	5	2001/08/20
766402	349236	5	2001/10/06
730725	253814	5	2001/09/06
1701744260	535633	4	2001/05/05
749378	315231	5	2002/05/11
775197	265981	4	2001/02/07
2903150212	301006	5	2002/03/10
757987	350170	5	2001/03/16
767051	345500	5	2002/02/14
2891943556	210870	5	2002/03/10
721950	243427	4	2001/03/15
748527	244251	5	2001/06/06
778535	234885	4	2001/01/31
779118	336699	4	2001/01/31
732501	256565	5	2001/03/23
2328202884	336990	5	2001/09/12
970493572	260251	3	2002/01/05
732821	209513	4	2001/03/23
765788	279278	5	2001/10/20
3743714948	1146523524	4	2001/11/15
765823	533485	5	2001/10/20
772394	210284	4	2001/03/09
720316	301797	4	2001/01/21
695373444	282012	5	2001/08/23
778046	531696	5	2001/01/31
763484	536705	5	2001/08/04
2752876164	352429	5	2001/02/11
766411	376308	5	2001/10/06
780685	539194	5	2001/02/04
1542295172	352786	5	2002/03/10
747203	204506	5	2001/04/19
734883	262286	4	2001/01/21
2078248580	339634	6	2002/02/17
731213	241578	5	2001/09/06
765797	249990	5	2001/10/20
767551	298184	5	2002/02/14
727220	234885	5	2003/05/15
754397	291121	4	2001/06/20
767093	301797	5	2002/02/14
1515753092	268021	5	2002/03/10
2296483460	246616	5	2001/09/12
1211666052	366895	5	2001/02/09
1505136260	210284	5	2002/03/10
766308	479551	5	2001/10/20
779465	241362	4	2001/02/04
731687	250895	5	2001/09/06
937397892	199850	3	2001/06/21
1612353156	238687	3	2001/09/28
3527839364	437448	3	2001/03/29
3733819012	298157	5	2001/11/15
2216726148	492685	4	2001/09/12
4026896004	3269234564	5	2003/06/02
764298	359811	5	2001/08/04
727373	254134	5	2003/05/15
3780284036	386644	5	2001/11/15
747546	342046	5	2001/04/19
721611	381452	5	2001/03/15
2546306692	302148	5	2001/05/08
3866005124	385423	5	2001/09/07
1488752260	424778	5	2001/09/28
735511	346777	5	2001/06/16
3007680132	248612	5	2001/06/06
2520485508	210495	4	2001/05/08
771620	210284	5	2001/03/09
726556	513158	5	2003/05/15
3202715268	204549	5	2001/04/10
3704786564	408618	5	2001/11/15
3599666820	483860	5	2001/11/28
1398247044	372535	5	2001/03/29
3806695044	505319	5	2001/06/20
756532	298184	4	2001/08/23
771249	233882	5	2001/03/09
1230671492	414859	4	2001/02/09
734442	201805	5	2001/09/28
781852	332563	5	2001/02/04
770372	262868	5	2001/02/23
748598	319428	5	2001/06/06
734447	489610	5	2001/09/28
763776	240913	4	2001/08/04
4023750276	3193671556	5	2003/06/02
721389	231340	5	2001/03/15
728979	242696	5	2002/02/16
3819802244	318628	5	2001/09/07
1314819716	408618	5	2001/09/06
3171257988	243081	5	2001/04/10
764733	283312	5	2003/01/03
3976564356	261899	3	2001/03/16
698191492	293732	5	2001/08/23
253726340	210284	4	2001/03/29
751131	282870	3	2001/03/07
1629851268	2469957508	5	2001/09/28
2533396100	222557	5	2001/05/08
781309	332883	5	2001/02/04
779749	210284	4	2001/02/04
2123206276	237520	5	2001/08/30
324243076	233481	5	2001/10/29
767755	317816	5	2002/02/14
762676	339396	5	2001/09/28
763481	415506	4	2001/08/04
768911	318316	5	2002/02/14
726662	257650	5	2003/05/15
771464	326839	5	2001/03/09
729625	334400	5	2001/08/16
776920	306614	5	2001/01/31
1975094916	365973	5	2001/01/18
2578747012	210284	4	2001/05/08
185503364	410013	5	2001/03/29
763813	394148	4	2001/08/04
3585445508	210284	4	2001/11/28
1026068100	270717	3	2001/03/19
2423164548	231441	4	2001/04/20
768125	200396	5	2002/02/14
739991	309565	5	2001/07/13
755137	238687	3	2001/06/20
2115931780	301232	5	2001/08/30
2235076228	270572	5	2001/09/12
353537668	260558	5	2001/03/15
722692	323913	3	2001/07/11
3383004804	256893	2	2001/03/07
3806695044	308422	5	2001/06/20
3895824004	506137	5	2001/09/07
735808	292402	3	2001/01/26
767419	360019	5	2002/02/14
894733956	416767	5	2001/04/04
875269764	1979289476	5	2001/04/04
764041	351471	5	2001/08/04
777787	451277	5	2001/01/31
4011691652	485165	5	2003/06/02
4044787332	262430	3	2003/01/03
728885	225377	5	2002/02/16
432770692	408084	3	2001/05/18
3263598212	547721092	5	2001/08/20
754860	365973	4	2001/06/20
2323156612	361989	5	2001/09/12
778092	256175	5	2001/01/31
726547	265981	5	2003/05/15
768272	202028	5	2002/02/14
1392545412	203483	5	2001/03/29
756841	309534	5	2001/07/18
726832	350765	5	2003/05/15
3804073604	248843	5	2001/06/20
293965444	352414	5	2001/04/10
780671	235766	5	2001/02/04
780581	241636	4	2001/02/04
1150258820	302329	3	2001/02/09
727635	291706	5	2003/06/14
749984	352414	3	2001/08/20
766355	418066	5	2001/10/06
729625	262981	5	2001/08/16
2216332932	321853	5	2001/09/12
763589	316708	5	2001/08/04
778410	210284	5	2001/01/31
764237	335460	5	2001/08/04
771760	294288	4	2001/03/09
609521284	301797	5	2001/06/29
953716356	450803	5	2001/03/03
764462	2145292164	5	2003/01/03
740468	478145	5	2001/07/13
728410	219633	5	2001/02/21
4033646212	239942	4	2003/06/02
733094	261079	5	2001/03/23
453938820	437448	5	2001/05/18
1027116676	241578	5	2001/03/19
763864	370477	5	2001/08/04
730366	318880	5	2001/09/06
770947	480113	5	2001/03/09
729046	218579	4	2001/08/16
727801	342046	5	2001/04/14
3555102340	233969	5	2001/03/29
738754	234901	5	2001/04/20
775972	449020	4	2002/07/31
772608	304416	5	2001/03/09
750056	380461	5	2001/08/20
789810820	200903	5	2001/05/11
770840	423604	5	2001/03/09
751435	336990	3	2001/03/07
762090	252302	5	2001/09/28
735760	408307	5	2001/01/26
726635	288418	5	2003/05/15
781175	488793	2	2001/02/04
777015	303971	3	2001/01/31
778887	237489	5	2001/01/31
2096467588	237352	5	2001/10/28
776449	368762	5	2001/01/31
760002	539944	5	2003/06/02
744882	201226	4	2001/05/13
766625	314160	5	2001/10/06
2496040580	232969	5	2001/05/08
2803338884	210185	5	2001/02/11
774735	306614	5	2001/02/07
750930	210284	5	2001/03/07
1929023108	282870	5	2001/02/17
765508	443503	4	2001/10/20
884313732	233981	4	2001/04/04
749558	298184	4	2002/05/11
777559	356483	5	2001/01/31
193433220	302329	5	2001/03/29
759786	505871	5	2003/06/02
777265	216631	5	2001/01/31
318869124	462625	5	2001/04/10
733120	216899	5	2001/03/23
3804073604	218579	5	2001/06/20
320179844	210284	4	2001/04/10
726967	250980	5	2003/05/15
1985121924	262195	5	2001/01/18
3882389124	246386	5	2001/09/07
3848441476	203288	5	2001/09/07
2379845252	380658	5	2001/04/20
327650948	301797	3	2001/10/29
920948356	235856	5	2001/06/21
730811	301396	5	2001/09/06
1856081540	555183	5	2001/07/31
754253	248334	4	2001/06/20
2467860100	240411	3	2001/07/13
742885	329367	3	2001/07/13
757608	262004	2	2001/03/16
738342	419622	4	2001/04/20
1487638148	485165	5	2001/09/28
1171623556	200595	5	2001/02/09
1249480324	202911	5	2001/02/09
734526	231441	5	2001/09/28
766308	243748	5	2001/10/20
324963972	224115	5	2001/10/29
727560	262919	5	2003/05/15
2027589252	569572	5	2001/01/18
3575811716	204358	5	2001/11/28
2902101636	659065	5	2002/03/10
3842739844	311641	5	2001/09/07
753014	338015	5	2001/06/20
570920580	199828	5	2001/06/29
740297	298184	3	2001/07/13
2132774532	454822	5	2001/08/30
759712	239990	4	2003/06/02
370839172	200338	5	2001/03/15
491228804	1847168900	5	2001/05/22
740461	273948	4	2001/07/13
3988295300	250895	5	2001/03/16
773841	356483	5	2001/10/30
2676854404	380439	4	2001/02/11
753114	309126	4	2001/06/20
3142094468	259500	5	2001/01/18
3909783172	335034	5	2001/09/07
2191822468	201180	5	2002/12/24
3072364164	268021	4	2001/03/28
780042	504731	5	2001/02/04
775291	537066	4	2001/02/07
773711	432043	5	2001/10/30
2685898372	332261	3	2001/02/11
730189	292517	5	2001/09/06
780250	279675	5	2001/02/04
738239	283057	4	2001/04/20
1284017796	206045	5	2001/09/06
729331	270717	5	2001/08/16
499158660	574411	5	2001/05/22
724956	643057	5	2002/07/13
1072336516	437448	2	2001/02/07
727664	346777	3	2003/06/14
729042	241729	5	2001/08/16
722928	415506	4	2001/07/11
747293	212893	2	2001/04/19
1278316164	352383	2	2001/09/06
775611	366818	4	2002/07/31
2393411204	236481	5	2001/04/20
1392545412	283799	5	2001/03/29
894537348	1640730500	5	2001/04/04
689737348	323374	5	2001/08/23
777256	416547	5	2001/01/31
720067	335034	5	2002/02/17
822709892	301950	5	2001/06/13
965316228	368762	5	2002/01/05
1111789188	238863	4	2001/01/23
726282	349421	5	2003/04/28
3212873348	380526	5	2001/04/10
738846	299846	5	2001/04/20
295472772	259809	5	2001/04/10
3968372356	301396	4	2001/03/16
736889	319609	4	2001/01/26
741291	475115	4	2001/07/13
743571	233046	5	2001/05/13
762788	205645	5	2001/09/28
1042452100	307373	5	2001/05/20
750076	338015	5	2001/08/20
727600	241627	5	2003/06/14
719644	309398	5	2001/10/27
725129	588197	5	2002/07/13
1542622852	342772	5	2001/03/23
3510079108	311641	5	2001/03/29
915639940	210284	4	2001/06/21
764947	311271	5	2003/01/03
767725	278848	5	2002/02/14
747546	200204	5	2001/04/19
773861	547480	5	2001/10/30
768911	527223	5	2002/02/14
2446167684	204945	5	2001/07/13
1542491780	423487	5	2001/03/23
728853	251075	5	2002/02/16
770171	203971	3	2001/02/23
3731525252	356519	4	2001/11/15
755354	263000	5	2001/06/20
688819844	573131	3	2001/08/23
2872938116	210284	5	2002/03/10
2040106628	390377	5	2001/01/18
720068	432043	5	2002/02/17
3901197956	290046	5	2001/09/07
400002692	262822	4	2001/03/15
779260	575627	5	2001/01/31
743268	396144	5	2001/07/13
3900345988	233180	5	2001/09/07
1099992708	216692	5	2001/03/14
768712	234861	5	2002/02/14
2336722564	211554	5	2001/09/12
754733	345527	5	2001/06/20
771561	210284	5	2001/03/09
3527839364	263022	2	2001/03/29
3683421828	235766	5	2001/09/06
761471	485165	5	2002/02/18
740776	265810	5	2001/07/13
773325	267213	5	2001/04/23
2085719684	286861	5	2001/10/28
285511300	260607876	5	2001/04/10
765858	380439	4	2001/10/20
1353158276	256176	5	2001/03/27
3213594244	282012	5	2001/04/10
754967	226618	5	2001/06/20
739146	238331	4	2001/03/07
738354	700005	5	2001/04/20
724402	524044	5	2001/06/29
2064289412	323727	5	2001/01/18
362385028	315657	5	2001/03/15
1857392260	475736	5	2001/07/31
750344	327573	5	2001/08/20
635997828	231243	4	2001/11/29
1053527684	231340	5	2001/02/07
3836776068	205068	5	2001/09/07
774381	302444	5	2001/02/07
721318	222004	4	2001/03/15
750239	480385	5	2001/08/20
3505426052	233969	5	2001/03/29
2163904132	575627	5	2002/12/24
720006	243365	4	2002/02/17
762570	3282210692	5	2001/09/28
777961	227427	5	2001/01/31
1741131396	432466	5	2001/04/18
763863	225095	5	2001/08/04
3120402052	337542	5	2001/01/18
765946	256565	5	2001/10/20
950242948	302584	5	2001/06/21
3860696708	335034	5	2001/09/07
774467	210412	4	2001/02/07
738186	531065	5	2001/04/20
745819	330231	4	2001/05/13
1358007940	269216	5	2001/03/27
3183382148	275074	5	2001/04/10
2295303812	393223	5	2001/09/12
746337	352960	5	2001/04/19
766411	256565	5	2001/10/06
742240	218251	5	2001/07/13
739347	224115	5	2001/03/07
726292	252936	5	2003/04/28
1825017476	346777	5	2001/07/31
1398247044	366089	5	2001/03/29
754253	226203	4	2001/06/20
765817	655677	5	2001/10/20
737253	205639	5	2001/01/26
776222	322274	3	2002/07/31
768911	315604	5	2002/02/14
757795	255181	5	2001/03/16
738162	270572	5	2001/04/20
758877	240308	4	2003/06/02
745078	466348	2	2001/05/13
749034	301184	5	2001/08/22
735547012	293646	4	2001/08/23
733094	242720	5	2001/03/23
1605602948	270572	5	2001/09/28
3412561540	236850	4	2001/03/07
756817	204549	5	2001/07/18
3329199748	210284	5	2001/04/16
2133298820	499932	5	2001/08/30
774261	697725	5	2001/02/07
764252	584407	5	2001/08/04
3902508676	231103	5	2001/09/07
749074	204418	5	2001/08/22
720239	290046	5	2001/08/08
729729	241362	5	2001/08/16
729046	461876	4	2001/08/16
734928	300340	5	2001/01/21
727635	233966	5	2003/06/14
771561	655677	5	2001/03/09
3109392004	259745	5	2001/01/18
720809	204239	4	2001/04/10
3684273796	245500	4	2001/09/06
731806	200522	5	2001/09/06
2223410820	492685	5	2001/09/12
767045	553461	5	2002/02/14
719952	233969	3	2002/02/17
743918	401356	4	2001/05/13
2676854404	301396	4	2001/02/11
3893464708	228268	5	2001/09/07
1981517444	347156	5	2001/01/18
768374	250364	5	2002/02/14
741614	201805	5	2001/07/13
726967	256176	5	2003/05/15
743771	210284	5	2001/05/13
1201376900	247337	5	2001/02/09
742500	349043	5	2001/07/13
769655	349174	5	2001/02/23
1420922500	462128	5	2003/05/26
3225390724	229113	5	2001/08/20
1351650948	256565	5	2001/03/27
756071	225095	4	2001/09/07
3183054468	282870	5	2001/04/10
763034	330927	5	2001/08/04
739146	302659	5	2001/03/07
775510	347027	4	2001/02/07
764707	356034	5	2003/01/03
826707588	301396	5	2001/06/13
728503	495905	5	2001/08/27
768673	262919	5	2002/02/14
767427	462630	5	2002/02/14
732806	269225	3	2001/03/23
767419	210789	5	2002/02/14
754329	257170	5	2001/06/20
730782	345803	4	2001/09/06
3221196420	247911	2	2001/04/10
743234	538598	5	2001/07/13
1757187716	353064	3	2001/07/31
768968	234388	5	2001/02/23
766660	322117	5	2001/10/06
3323629188	569572	5	2001/04/16
3685125764	301184	5	2001/11/15
2129301124	236756	4	2001/08/30
775933	506955	5	2002/07/31
761669	341508	5	2002/02/18
757444	345500	5	2001/03/16
773189	285896	4	2001/04/23
740463	369601	5	2001/07/13
720569	205639	4	2001/08/20
748761	272282	5	2001/04/10
719646	203599	5	2001/10/27
764065	323727	5	2001/08/04
763819	345500	2	2001/08/04
3790704260	257987	5	2001/06/20
2802093700	394804	5	2001/02/11
769383	324557	5	2001/02/23
720255	381515	5	2001/08/08
754059	241374	5	2001/06/20
770993	312825	5	2001/03/09
1284017796	1604161412	5	2001/09/06
3866922628	372535	4	2001/09/07
3221196420	217762	2	2001/04/10
1787858564	684774	3	2001/07/31
751440	468283	3	2001/03/07
732220	210284	5	2001/09/06
1437503108	511314	5	2002/07/31
741221	1826525060	5	2001/07/13
3588525700	246386	5	2001/11/28
3842739844	596744	5	2001/09/07
768903	450803	5	2002/02/14
4043935364	278363	5	2003/01/03
737213	248235	5	2001/01/26
2330562180	534929	5	2001/09/12
722331	483668	5	2001/07/11
4023750276	3214512004	5	2003/06/02
2099613316	401113	5	2001/10/28
778450	243427	5	2001/01/31
3999895172	234901	5	2001/03/16
1123716740	261183	5	2001/01/23
785747588	260251	5	2001/05/11
324963972	342046	5	2001/10/29
390106756	210284	5	2001/03/15
738346	304270	5	2001/04/20
731051	301797	5	2001/09/06
776292	415506	4	2002/07/31
465407620	210284	5	2001/05/18
3197341316	246778	3	2001/04/10
760681	704027	5	2003/06/02
780984	544997	5	2001/02/04
505712260	293646	3	2001/05/22
771545	346777	5	2001/03/09
773711	217293	5	2001/10/30
3679948420	243766	5	2001/09/06
778509	485165	5	2001/01/31
756829	236756	5	2001/07/18
735878	267043	5	2001/01/26
2103021188	234861	5	2001/01/24
762190	342772	5	2001/09/28
729243	273948	5	2001/08/16
739963	205491	5	2001/07/13
3835399812	492102	4	2001/09/07
736957	252302	4	2001/01/26
3937242756	342046	4	2002/04/10
772170	494306	5	2001/03/09
736904	210284	5	2001/01/26
1637781124	238661	5	2001/10/30
940084868	344637	5	2001/06/21
766640	315468	5	2001/10/06
762125	322397	5	2001/09/28
733914	551841	2	2001/06/10
719939	437836	5	2002/02/17
555519620	204441	4	2001/09/18
761915	228194	4	2001/09/28
